participant_uid,condition,item_role,test_boundary_position,mean_rt_incorrect,mean_rt_correct,delta_rt_incorrect_minus_correct
both_00036,both,lure,post,1.7631615071441047,1.8076170166605152,-0.04445550951641053
both_00036,both,lure,mid,2.12268146363468,2.165433344450624,-0.042751880815944165
both_00036,both,lure,pre,1.689998993333817,1.540238479996333,0.1497605133374842
both_00037,both,target,post,4.579873640002916,1.5585555466648657,3.02131809333805
both_00037,both,target,mid,5.375236566673266,1.7977222411718685,3.5775143255013973
both_00037,both,target,pre,8.505086699995445,1.444540310525458,7.060546389469987
both_00037,both,lure,post,2.1670245666642183,3.548364650006988,-1.3813400833427698
both_00037,both,lure,mid,2.447074853333955,4.72582781999954,-2.2787529666655852
both_00037,both,lure,pre,1.9051656937499502,5.298332149992348,-3.3931664562423975
both_00038,both,target,post,1.7307328999979126,1.9537110444410548,-0.22297814444314223
both_00038,both,target,mid,1.4501163583336165,1.0812776125021628,0.3688387458314537
both_00038,both,target,pre,1.6082237909034698,1.5764938222289655,0.03172996867450428
both_00038,both,lure,post,1.304233436364236,1.209345099998043,0.09488833636619298
both_00038,both,lure,mid,1.270894714286052,1.3499746538425546,-0.0790799395565025
both_00038,both,lure,pre,1.4706583727304612,1.2297215888845838,0.24093678384587736
both_00039,both,target,post,5.596198333330297,1.6127758764709785,3.9834224568593184
both_00039,both,target,mid,2.4843376666734307,1.7370507235241615,0.7472869431492692
both_00039,both,target,pre,2.2542472750064917,1.7878419437474804,0.4664053312590113
both_00039,both,lure,post,1.7593928099959157,2.979358779999893,-1.2199659700039773
both_00039,both,lure,mid,7.029047939988474,3.6809780799900182,3.3480698599984557
both_00039,both,lure,pre,2.017757907693382,1.9522698857139662,0.06548802197941561
both_00040,both,target,post,1.8702885999984573,1.706782333329708,0.16350626666874923
both_00040,both,target,mid,4.169967399997404,1.7118652111142485,2.4581021888831556
both_00040,both,target,pre,3.5180945571462092,2.242146499998993,1.2759480571472164
both_00040,both,lure,post,1.8538054937471315,3.616168824999477,-1.7623633312523452
both_00040,both,lure,mid,1.852808530769275,1.8208283285743423,0.031980202194932694
both_00040,both,lure,pre,2.4661078999973447,2.0451584125075897,0.420949487489755
both_00041,both,target,post,2.578734375000446,2.7173149000000194,-0.1385805249995733
both_00041,both,target,mid,3.0990576785718855,3.0165962833343656,0.08246139523751994
both_00041,both,target,pre,3.7643896333332427,4.032336057143506,-0.2679464238102631
both_00041,both,lure,post,3.0651591999980154,3.1014498133343293,-0.03629061333631389
both_00041,both,lure,mid,4.435018500000297,2.261815044444423,2.1732034555558735
both_00041,both,lure,pre,4.479729066665944,3.5570298294123326,0.9226992372536111
both_00042,both,target,post,2.417741999998855,1.9849749500002265,0.4327670499986287
both_00042,both,target,mid,2.7540622714264567,1.7491291076920998,1.0049331637343568
both_00042,both,target,pre,1.9677929285701663,1.5806295769233167,0.38716335164684956
both_00042,both,lure,post,1.895862692857398,2.4336341166660227,-0.5377714238086246
both_00042,both,lure,mid,1.8306430571428791,2.2172618333327896,-0.3866187761899105
both_00042,both,lure,pre,1.8275651823526406,1.7532538333325647,0.07431134902007597
both_00043,both,target,post,3.115029224997367,1.905742700004339,1.2092865249930278
both_00043,both,target,mid,2.309168312498514,2.787289850001495,-0.47812153750298103
both_00043,both,target,pre,2.5017560111203543,2.1124324090937576,0.38932360202659666
both_00043,both,lure,post,3.1874947928549124,2.5466124833377157,0.6408823095171967
both_00043,both,lure,mid,2.3825566571426213,2.391470366671759,-0.008913709529137837
both_00043,both,lure,pre,4.7267764214318175,3.3667979499926637,1.3599784714391538
both_00044,both,target,post,6.32069865000085,1.4544442071440113,4.866254442856839
both_00044,both,target,mid,3.087292700001853,1.738720857893656,1.3485718421081971
both_00044,both,target,pre,4.468459299998358,1.2874618444434924,3.1809974555548655
both_00044,both,lure,post,2.4235249846119236,3.6455356714328184,-1.2220106868208949
both_00044,both,lure,mid,1.9461659250021814,3.338627400000405,-1.3924614749982236
both_00044,both,lure,pre,1.8987709833309054,3.1794493874967884,-1.280678404165883
both_00045,both,target,post,1.2981568600051105,1.4546505333331878,-0.1564936733280773
both_00045,both,target,mid,2.222945359998266,1.7611650000006194,0.46178035999764666
both_00045,both,target,pre,1.7537395333347376,1.6908805545430037,0.06285897879173397
both_00045,both,lure,post,1.8948452615407474,2.2093320285701856,-0.31448676702943823
both_00045,both,lure,mid,2.403423428572881,1.8761562166619115,0.5272672119109694
both_00045,both,lure,pre,1.8669547769241035,1.6902611142889197,0.17669366263518382
both_00046,both,target,post,2.8979904000048657,2.124753699993912,0.7732367000109539
both_00046,both,target,mid,3.9743440249949344,1.948702499998035,2.0256415249968995
both_00046,both,target,pre,3.1575107200071217,2.4408000000054018,0.71671072000172
both_00046,both,lure,post,2.935291333333589,2.8453774800000247,0.08991385333356439
both_00046,both,lure,mid,2.308375178570194,2.5887923666644688,-0.28041718809427474
both_00046,both,lure,pre,2.295587645457338,2.3947472333319535,-0.09915958787461543
both_00047,both,target,post,3.1924274428581287,2.2249044999883223,0.9675229428698064
both_00047,both,target,mid,4.135510583349969,1.908730278573265,2.226780304776704
both_00047,both,target,pre,3.0070945999905234,1.4049425249928997,1.6021520749976237
both_00047,both,lure,post,2.2431212099967524,2.4568198100023437,-0.21369860000559138
both_00047,both,lure,mid,1.8914615999965463,3.471953081239917,-1.5804914812433708
both_00047,both,lure,pre,1.4501367599819788,2.737553593330085,-1.2874168333481064
both_00049,both,target,post,2.721611327269453,1.7850398777971148,0.9365714494723383
both_00049,both,target,mid,2.7141502750164364,1.724721499995212,0.9894287750212243
both_00049,both,target,pre,2.892498781825204,1.1864907111028313,1.7060080707223726
both_00049,both,lure,post,2.3713257000083106,3.7704788100032602,-1.3991531099949497
both_00049,both,lure,mid,3.0089779599977193,3.268825780012412,-0.25984782001469275
both_00049,both,lure,pre,3.440157625004455,2.8899426000061794,0.5502150249982756
both_00050,both,target,post,2.002822699998173,1.82544476154726,0.17737793845091288
both_00050,both,target,mid,1.6244053428610121,1.2940200538455078,0.33038528901550435
both_00050,both,target,pre,1.5052750600036233,1.8226279066720357,-0.31735284666841235
both_00050,both,lure,post,1.4170249444432557,1.8760772000003436,-0.45905225555708795
both_00050,both,lure,mid,1.72335438182133,1.9905752333256208,-0.26722085150429087
both_00050,both,lure,pre,2.090987187504652,1.6099014583305689,0.4810857291740831
both_00051,both,target,post,2.542615855552463,2.808480854553636,-0.265864999001173
both_00051,both,target,mid,4.062684699994861,2.502546674990299,1.5601380250045622
both_00051,both,target,pre,2.3727746999938972,1.9398105181859469,0.4329641818079504
both_00051,both,lure,post,3.9277347499883035,2.8547135416641445,1.073021208324159
both_00051,both,lure,mid,3.712825350005005,2.3363360583316535,1.3764892916733515
both_00051,both,lure,pre,2.7656706222138987,2.6269757181871682,0.13869490402673046
both_00052,both,target,post,1.5533611499995459,1.2696911444460663,0.28367000555347954
both_00052,both,target,mid,1.4439755874918774,1.0373853083438007,0.40659027914807666
both_00052,both,target,pre,2.082098983334921,1.004130450010832,1.077968533324089
both_00052,both,lure,post,1.8470699916797457,1.8809922875079792,-0.03392229582823347
both_00052,both,lure,mid,1.497932264701162,1.4724362333266374,0.025496031374524497
both_00052,both,lure,pre,1.6155857187586662,2.4943084250262473,-0.8787227062675811
both_00053,both,target,post,3.306755824989523,4.624195408342833,-1.31743958335331
both_00053,both,target,mid,5.142330080003012,3.1703267666705264,1.9720033133324852
both_00053,both,target,pre,3.708502124994993,2.8563442874947214,0.8521578375002719
both_00053,both,lure,post,3.761323520017322,3.1660881533326273,0.5952353666846948
both_00053,both,lure,mid,2.8021399999852292,2.729921458823168,0.07221854116206128
both_00053,both,lure,pre,5.32816804444883,3.88030593638012,1.4478621080687102
both_00054,both,target,post,1.7251456999802033,1.2646067312525702,0.4605389687276331
both_00054,both,target,mid,1.5991348499956075,1.394040377775026,0.20509447222058141
both_00054,both,target,pre,2.889942866653049,1.5908044058836395,1.2991384607694094
both_00054,both,lure,post,1.5298969357183003,1.8934320333258559,-0.36353509760755554
both_00054,both,lure,mid,1.808655910001835,1.546459969994612,0.2621959400072229
both_00054,both,lure,pre,1.421915755561915,1.802040327266282,-0.38012457170436686
both_00055,both,target,post,1.7864930000000134,1.7255338000005311,0.060959199999482294
both_00055,both,target,mid,1.6724365999998554,1.6596723785713559,0.012764221428499534
both_00055,both,target,pre,1.3670516333333782,1.8776936727273013,-0.510642039393923
both_00055,both,lure,post,1.7960036083330426,2.516699337499631,-0.7206957291665883
both_00055,both,lure,mid,1.7234082777777076,1.47391934999996,0.24948892777774745
both_00055,both,lure,pre,2.84602395624961,2.6934779499997603,0.1525460062498496
both_00056,both,target,post,1.9370208500040462,1.2380641666677548,0.6989566833362915
both_00056,both,target,mid,3.272290366662977,1.4688245285776378,1.803465838085339
both_00056,both,target,pre,1.9665572571435146,1.657566030782898,0.3089912263606165
both_00056,both,lure,post,1.9361890666623367,1.6532357374962885,0.2829533291660482
both_00056,both,lure,mid,1.6323375624851906,2.324630083331916,-0.6922925208467254
both_00056,both,lure,pre,1.463716375006091,1.6885814874985954,-0.2248651124925043
both_00057,both,target,post,2.2175524625004073,1.856248358333384,0.3613041041670233
both_00057,both,target,mid,1.8288426750004874,2.012493641666879,-0.18365096666639147
both_00057,both,target,pre,2.466878283332941,1.5927231928578425,0.8741550904750985
both_00057,both,lure,post,1.403382533333873,1.7300222374988152,-0.32663970416494226
both_00057,both,lure,mid,1.690532725000594,2.193367193749964,-0.50283446874937
both_00057,both,lure,pre,1.8875756818170801,1.262607866666561,0.6249678151505191
both_00058,both,target,post,6.135181459999876,7.671826569997938,-1.5366451099980623
both_00058,both,target,mid,8.94338305000565,5.545170358319107,3.3982126916865427
both_00058,both,target,pre,8.127340528581824,6.006468830764509,2.120871697817315
both_00058,both,lure,post,6.657919933320954,4.92758387500362,1.7303360583173344
both_00058,both,lure,mid,6.570707257138565,7.507629800005816,-0.9369225428672507
both_00058,both,lure,pre,6.03300188332408,8.827040099997248,-2.794038216673168
both_00059,both,target,post,2.5173924714243703,1.745330153843567,0.7720623175808032
both_00059,both,target,mid,2.227028800009672,1.509575285707667,0.7174535143020051
both_00059,both,target,pre,1.6452326500002528,1.547897481250402,0.09733516874985071
both_00059,both,lure,post,2.3759395923116244,2.589991571439896,-0.21405197912827134
both_00059,both,lure,mid,2.409848129999591,2.177011769992532,0.23283636000705865
both_00059,both,lure,pre,1.9106992749875644,2.206201656252233,-0.29550238126466866
both_00060,both,target,post,3.2548861399999622,2.1838440800000627,1.0710420599998995
both_00060,both,target,mid,2.9515129285715114,2.161415938461512,0.7900969901099995
both_00060,both,target,pre,3.9471958142856107,1.4878228384615726,2.459372975824038
both_00060,both,lure,post,1.792747233333292,2.4661965000000805,-0.6734492666667886
both_00060,both,lure,mid,1.930239772727253,1.7850177444444044,0.14522202828284847
both_00060,both,lure,pre,2.2833681624999826,2.881909541666687,-0.5985413791667042
both_00061,both,target,post,3.0561411777808747,2.1863170909187333,0.8698240868621414
both_00061,both,target,mid,2.885078233343342,2.434160100010393,0.45091813333294883
both_00061,both,target,pre,3.95381434286745,2.5496641307657297,1.4041502121017202
both_00061,both,lure,post,2.596402578583885,2.613225766651643,-0.016823188067757844
both_00061,both,lure,mid,2.5603142857268852,3.5032292000056864,-0.9429149142788011
both_00061,both,lure,pre,3.2559918999946342,2.4962520333259213,0.759739866668713
both_00062,both,target,post,3.776607983338181,2.4459087071466326,1.3306992761915484
both_00062,both,target,mid,2.312574425013736,2.088317174988333,0.22425725002540275
both_00062,both,target,pre,2.2039359000045806,2.6859846473763405,-0.48204874737175984
both_00062,both,lure,post,3.073007492864105,6.089650450012414,-3.0166429571483087
both_00062,both,lure,mid,2.306787389999954,3.369324559997767,-1.062537169997813
both_00062,both,lure,pre,2.1637466699874492,3.533983390009962,-1.370236720022513
both_00063,both,target,post,1.9710713000167743,1.9201745083361554,0.05089679168061889
both_00063,both,target,mid,3.0318778200191447,1.9287991933291777,1.103078626689967
both_00063,both,target,pre,2.0706808999966597,1.6003727916637824,0.4703081083328773
both_00063,both,lure,post,2.4630993900005707,3.024255500000436,-0.5611561099998652
both_00063,both,lure,mid,2.2836095916718477,2.3971347749829874,-0.1135251833111397
both_00063,both,lure,pre,2.024970770010259,2.1102184700081126,-0.08524769999785375
both_00064,both,target,post,1.5861903461582887,1.927655514288095,-0.3414651681298062
both_00064,both,target,mid,2.6311885599861853,1.9575834066645863,0.673605153321599
both_00064,both,target,pre,2.4164036909245294,1.3708927000083753,1.0455109909161542
both_00064,both,lure,post,2.339333811115163,2.00450369090752,0.33483012020764313
both_00064,both,lure,mid,2.4094839499981995,2.4717707375020836,-0.06228678750388417
both_00064,both,lure,pre,2.286677892301948,2.048875314283318,0.23780257801863014
both_00065,both,target,post,2.538189327280799,1.33990276669566,1.198286560585139
both_00065,both,target,mid,2.9266493199858816,1.707775753348445,1.2188735666374366
both_00065,both,target,pre,1.9867796800332145,1.9217592266621069,0.06502045337110762
both_00065,both,lure,post,2.0906777000054717,1.632731016667094,0.4579466833383776
both_00065,both,lure,mid,2.0086881856799925,2.1854601076875744,-0.17677192200758185
both_00065,both,lure,pre,2.549167699966347,2.088711631251499,0.4604560687148478
both_00066,both,target,post,6.171999899980922,2.191115376474473,3.9808845235064494
both_00066,both,target,mid,4.443791420024354,2.3554744866676627,2.0883169333566913
both_00066,both,target,pre,4.81047050000052,2.672234155551349,2.1382363444491705
both_00066,both,lure,post,2.6867075500049395,3.033425618752517,-0.3467180687475775
both_00066,both,lure,mid,2.2443210666727587,2.472901599995299,-0.22858053332254036
both_00066,both,lure,pre,4.7092213444411755,2.005014627272348,2.7042067171688275
both_00067,both,target,post,2.555038299993612,1.385896617645973,1.1691416823476388
both_00067,both,target,mid,6.331218899984378,1.4415763444396563,4.889642555544722
both_00067,both,target,pre,2.9912822250189492,1.2853297187575663,1.705952506261383
both_00067,both,lure,post,2.7223189866713557,3.7623742200201375,-1.0400552333487818
both_00067,both,lure,mid,2.128581072727684,1.7405394889065064,0.3880415838211775
both_00067,both,lure,pre,2.2428436538500067,2.884274957136118,-0.6414313032861112
item_only_00001,item_only,target,post,2.1834636800005685,3.3558779733337967,-1.1724142933332282
item_only_00001,item_only,target,mid,2.32126849999986,1.5776518500001007,0.7436166499997594
item_only_00001,item_only,target,pre,1.8690249750015937,2.657870316666352,-0.7888453416647585
item_only_00001,item_only,lure,post,1.277608177777842,2.661946918181374,-1.3843387404035319
item_only_00001,item_only,lure,mid,2.1258870714290032,2.008594107692121,0.11729296373688225
item_only_00001,item_only,lure,pre,1.7244208000000072,2.607858779999151,-0.8834379799991436
item_only_00002,item_only,target,post,8.714354533332678,5.345061209091165,3.3692933242415126
item_only_00002,item_only,target,mid,6.347986157142649,9.812022600000022,-3.464036442857373
item_only_00002,item_only,target,pre,10.864124844444936,4.6417915636365334,6.222333280808402
item_only_00002,item_only,lure,post,4.915667630000462,10.98258986999972,-6.066922239999258
item_only_00002,item_only,lure,mid,8.507990441176148,10.211642066666778,-1.7036516254906307
item_only_00002,item_only,lure,pre,4.5302171375005855,8.210371108333979,-3.680153970833393
item_only_00003,item_only,target,post,1.7906181600003037,1.749865159998444,0.04075300000185966
item_only_00003,item_only,target,mid,2.1607475300006627,1.4626155300007668,0.6981319999998958
item_only_00003,item_only,target,pre,2.0201780285736146,1.4628171538458377,0.557360874727777
item_only_00003,item_only,lure,post,1.8404439142863598,2.1046750500014846,-0.2642311357151248
item_only_00003,item_only,lure,mid,2.2486544923074407,2.056901842858809,0.1917526494486319
item_only_00003,item_only,lure,pre,1.7206728866658523,2.176791740002227,-0.4561188533363749
item_only_00004,item_only,target,post,1.9488312000001315,1.8609152199991512,0.08791598000098033
item_only_00004,item_only,target,mid,1.2128654571424704,1.5161214000041723,-0.3032559428617019
item_only_00004,item_only,target,pre,1.761742062499252,1.636818333328847,0.12492372917040484
item_only_00004,item_only,lure,post,1.8008784200006631,1.504519666666359,0.29635875333430417
item_only_00004,item_only,lure,mid,1.732460172730498,1.870483144441904,-0.1380229717114061
item_only_00004,item_only,lure,pre,2.6010495454525384,1.6733924222175522,0.9276571232349862
item_only_00005,item_only,target,post,1.842031914283455,1.321093453845466,0.520938460437989
item_only_00005,item_only,target,mid,1.2758205999998609,1.3289464933322355,-0.05312589333237461
item_only_00005,item_only,target,pre,3.2677876000088872,1.4260813555576735,1.8417062444512138
item_only_00005,item_only,lure,post,1.6432907285717582,1.4719294230744708,0.17136130549728734
item_only_00005,item_only,lure,mid,1.4345028857122608,2.099728284615244,-0.6652253989029833
item_only_00005,item_only,lure,pre,1.770778060000157,1.6106770600017626,0.16010099999839444
item_only_00006,item_only,target,post,5.61983046666622,2.4967053999976736,3.123125066668546
item_only_00006,item_only,target,mid,10.840983550006058,3.5500698555535766,7.290913694452481
item_only_00006,item_only,target,pre,2.8038346166649717,3.2205941071442794,-0.4167594904793077
item_only_00006,item_only,lure,post,4.342972179998469,5.068380919998162,-0.7254087399996934
item_only_00006,item_only,lure,mid,3.484331145456632,4.41723373333419,-0.9329025878775581
item_only_00006,item_only,lure,pre,2.7300333750026766,3.24895410000075,-0.5189207249980732
item_only_00007,item_only,target,post,2.4358837599982506,3.2828004533347364,-0.8469166933364858
item_only_00007,item_only,target,mid,0.9798433999822008,1.5830728578883664,-0.6032294579061656
item_only_00007,item_only,target,pre,2.695930874993792,2.415819362498951,0.280111512494841
item_only_00007,item_only,lure,post,1.7714264000005642,4.604996050002228,-2.833569650001664
item_only_00007,item_only,lure,mid,2.0929866187543666,7.218895400001202,-5.125908781246835
item_only_00007,item_only,lure,pre,3.2769019599984555,6.275892499997281,-2.9989905399988253
item_only_00008,item_only,target,post,4.997230400000262,2.8289486999999807,2.1682817000002816
item_only_00008,item_only,target,mid,4.208695316666839,2.964262678571426,1.2444326380954132
item_only_00008,item_only,target,pre,5.755549499999991,2.8320408142856843,2.9235086857143067
item_only_00008,item_only,lure,post,5.0714417900000175,2.84008360999992,2.2313581800000977
item_only_00008,item_only,lure,mid,4.254591018181848,5.787220022222148,-1.5326290040403006
item_only_00008,item_only,lure,pre,3.887922285714272,5.092021269230897,-1.2040989835166251
item_only_00009,item_only,target,post,1.6363783333334443,1.4101097500000606,0.22626858333338373
item_only_00009,item_only,target,mid,2.6152563000000555,1.8926552055556083,0.7226010944444472
item_only_00009,item_only,target,pre,1.7916745333332074,1.369384854545305,0.42228967878790247
item_only_00009,item_only,lure,post,2.3665653166667653,1.6330077071428215,0.7335576095239438
item_only_00009,item_only,lure,mid,2.345554355555679,2.560874236363485,-0.21531988080780584
item_only_00009,item_only,lure,pre,1.8338841249999405,1.6297909874999732,0.20409313749996727
item_only_00010,item_only,target,post,1.7046464600000035,1.2295140199999575,0.47513244000004606
item_only_00010,item_only,target,mid,1.8212722666667105,1.241063407142909,0.5802088595238015
item_only_00010,item_only,target,pre,1.8260544000000511,1.1310201499999752,0.6950342500000759
item_only_00010,item_only,lure,post,1.3673272900000484,1.5326743500000704,-0.16534706000002197
item_only_00010,item_only,lure,mid,1.0723843692307686,1.6664662714285572,-0.5940819021977886
item_only_00010,item_only,lure,pre,1.3947740333333438,1.948693725000112,-0.5539196916667681
item_only_00011,item_only,target,post,2.6520663000004183,1.716705558823699,0.9353607411767193
item_only_00011,item_only,target,mid,2.1900593142859828,1.5146704615386766,0.6753888527473062
item_only_00011,item_only,target,pre,2.3907803249999233,1.6704146875001697,0.7203656374997536
item_only_00011,item_only,lure,post,2.341229380000004,2.390445326666425,-0.04921594666642104
item_only_00011,item_only,lure,mid,1.61754502857158,1.6030253692309857,0.014519659340594293
item_only_00011,item_only,lure,pre,1.6390392666668656,2.1496599857142167,-0.5106207190473511
item_only_00012,item_only,target,post,2.5690586846156713,2.764723199999675,-0.19566451538400376
item_only_00012,item_only,target,mid,3.145705966667568,2.7751190124999994,0.3705869541675688
item_only_00012,item_only,target,pre,2.062475915385081,2.478732671428588,-0.4162567560435071
item_only_00012,item_only,lure,post,2.487165127272006,2.714530855555495,-0.2273657282834889
item_only_00012,item_only,lure,mid,3.1678993000004994,2.742496458333335,0.42540284166716447
item_only_00012,item_only,lure,pre,1.930358533333573,2.6653925272727395,-0.7350339939391664
item_only_00013,item_only,target,post,2.074357300000025,1.4935849363635663,0.5807723636364586
item_only_00013,item_only,target,mid,2.5036135999998805,1.6881419642857054,0.8154716357141751
item_only_00013,item_only,target,pre,1.495320766666661,1.752078771428582,-0.2567580047619209
item_only_00013,item_only,lure,post,2.7109044999999443,2.5044682545454964,0.20643624545444794
item_only_00013,item_only,lure,mid,1.8763357444443298,2.6683597636365035,-0.7920240191921737
item_only_00013,item_only,lure,pre,3.2344170499999905,1.730571325000066,1.5038457249999244
item_only_00014,item_only,target,post,1.9825188636365387,2.189155911111104,-0.20663704747456513
item_only_00014,item_only,target,mid,1.5478855727274508,1.2705688000000412,0.2773167727274095
item_only_00014,item_only,target,pre,1.7561489888888293,1.6397539545452509,0.11639503434357845
item_only_00014,item_only,lure,post,1.1933122538461807,1.7860903285714553,-0.5927780747252747
item_only_00014,item_only,lure,mid,1.362397416666757,2.1280234874998314,-0.7656260708330744
item_only_00014,item_only,lure,pre,1.2058702705880397,1.7192244666666738,-0.5133541960786341
item_only_00015,item_only,target,post,4.033389799999895,3.4670165222219618,0.5663732777779336
item_only_00015,item_only,target,mid,8.313227500000039,4.401619508333018,3.9116079916670214
item_only_00015,item_only,target,pre,3.6990827666665305,8.297186457143003,-4.5981036904764725
item_only_00015,item_only,lure,post,6.369075757143166,3.2753214692308505,3.093754287912316
item_only_00015,item_only,lure,mid,6.24360314000005,6.605166266666735,-0.36156312666668455
item_only_00015,item_only,lure,pre,4.853184466666789,3.364885458823718,1.4882990078430716
item_only_00016,item_only,target,post,,1.3438656250000804,
item_only_00016,item_only,target,mid,2.3180936333334707,1.2368874058822579,1.0812062274512129
item_only_00016,item_only,target,pre,2.345898100000037,1.2764676882351897,1.0694304117648474
item_only_00016,item_only,lure,post,1.9030840000001263,1.9032794299998386,-0.00019542999971222663
item_only_00016,item_only,lure,mid,2.1687648416666434,3.6448842749998676,-1.4761194333332242
item_only_00016,item_only,lure,pre,1.9564860399998907,3.1368888699999844,-1.1804028300000937
item_only_00017,item_only,target,post,1.569445119961165,1.6494842933258043,-0.08003917336463928
item_only_00017,item_only,target,mid,1.7051075000005464,1.3173096500104293,0.3877978499901171
item_only_00017,item_only,target,pre,1.9139505428195531,1.3996875384607568,0.5142630043587963
item_only_00017,item_only,lure,post,1.8283537400187924,1.6799194333376364,0.14843430668115598
item_only_00017,item_only,lure,mid,1.6265758999894995,1.545315864296364,0.08126003569313545
item_only_00017,item_only,lure,pre,1.9479065599967726,1.9507885800092482,-0.0028820200124755058
item_only_00018,item_only,target,post,1.2706853333317365,1.7516510882363518,-0.48096575490461535
item_only_00018,item_only,target,mid,2.3369233999983408,1.4697442263162597,0.8671791736820811
item_only_00018,item_only,target,pre,1.5872361499968974,1.377178193751206,0.21005795624569146
item_only_00018,item_only,lure,post,1.61541253333174,1.4554849124997418,0.15992762083199819
item_only_00018,item_only,lure,mid,1.5831883899998502,1.3646376400021836,0.21855074999766666
item_only_00018,item_only,lure,pre,1.53770389000274,1.162386870001501,0.375317020001239
item_only_00019,item_only,target,post,3.1024711500067497,1.6148213499909616,1.487649800015788
item_only_00019,item_only,target,mid,2.0007484249872505,1.5902832416759338,0.41046518331131665
item_only_00019,item_only,target,pre,2.3830918200081213,1.3054439200088381,1.0776478999992831
item_only_00019,item_only,lure,post,2.0044030333325886,3.0911232125072274,-1.0867201791746388
item_only_00019,item_only,lure,mid,1.9073206300032326,1.8862319900013973,0.0210886400018353
item_only_00019,item_only,lure,pre,1.6609778125057346,1.8121967916667927,-0.1512189791610581
item_only_00020,item_only,target,post,3.4905535428572745,2.672548092307317,0.8180054505499577
item_only_00020,item_only,target,mid,6.427901775001374,2.1591534437493465,4.268748331252027
item_only_00020,item_only,target,pre,4.629135271424145,1.7780158846166718,2.8511193868074733
item_only_00020,item_only,lure,post,3.083905962497738,2.904760183333565,0.1791457791641733
item_only_00020,item_only,lure,mid,3.627653775003637,2.1604081916654345,1.4672455833382023
item_only_00020,item_only,lure,pre,2.556639450001967,5.6147102249973,-3.0580707749953335
item_only_00021,item_only,target,post,1.3728499999997439,1.7956388374987,-0.4227888374989561
item_only_00021,item_only,target,mid,3.296849157145646,1.1770561692313863,2.11979298791426
item_only_00021,item_only,target,pre,1.8012920000124724,1.498311366676353,0.30298063333611935
item_only_00021,item_only,lure,post,1.5116339111118577,1.9015412545466626,-0.3899073434348048
item_only_00021,item_only,lure,mid,2.456728783339107,2.075157425002544,0.38157135833656275
item_only_00021,item_only,lure,pre,2.361554827271241,2.686560266670616,-0.32500543939937465
item_only_00022,item_only,target,post,7.532002171428758,4.70246273846155,2.8295394329672074
item_only_00022,item_only,target,mid,4.684948975002044,2.3195954333362656,2.3653535416657783
item_only_00022,item_only,target,pre,3.7652338800020515,3.9218389599991497,-0.15660507999709816
item_only_00022,item_only,lure,post,4.400194237499818,5.228305824999552,-0.828111587499734
item_only_00022,item_only,lure,mid,3.5460234538466184,10.046728771429375,-6.5007053175827565
item_only_00022,item_only,lure,pre,5.145836053333672,2.373677800002042,2.7721582533316296
item_only_00023,item_only,target,post,2.21434498749295,2.3949847083422355,-0.18063972084928537
item_only_00023,item_only,target,mid,3.218868739984464,1.6199260600027627,1.5989426799817013
item_only_00023,item_only,target,pre,3.2420610874978593,1.977028216671897,1.2650328708259622
item_only_00023,item_only,lure,post,2.3413930666574743,4.173858812515391,-1.8324657458579168
item_only_00023,item_only,lure,mid,2.196670762510621,3.9325494083362478,-1.7358786458256268
item_only_00023,item_only,lure,pre,5.91817663332525,3.8691132285623877,2.049063404762862
item_only_00024,item_only,target,post,2.039517400003711,1.2931355090920327,0.7463818909116784
item_only_00024,item_only,target,mid,3.6423272999963956,1.4966460687492145,2.145681231247181
item_only_00024,item_only,target,pre,2.0804977500010864,1.5480006499989638,0.5324971000021226
item_only_00024,item_only,lure,post,1.5023888166664012,1.927375549996214,-0.42498673332981274
item_only_00024,item_only,lure,mid,1.3773263235292261,3.176234533326351,-1.798908209797125
item_only_00024,item_only,lure,pre,1.612755730767206,3.3726902999977546,-1.7599345692305486
item_only_00025,item_only,target,post,2.731894720008131,1.8331878133341282,0.8987069066740028
item_only_00025,item_only,target,mid,1.926017399995804,1.280173538462035,0.6458438615337689
item_only_00025,item_only,target,pre,2.2875804600014815,1.4127544399991165,0.874826020002365
item_only_00025,item_only,lure,post,2.0456789200019556,1.926846459999797,0.11883246000215864
item_only_00025,item_only,lure,mid,1.6160608909095489,1.993287255555818,-0.37722636464626924
item_only_00025,item_only,lure,pre,1.9846267181829633,1.661615977776819,0.3230107404061444
item_only_00026,item_only,target,post,3.5066198333224747,1.6890457285792633,1.8175741047432115
item_only_00026,item_only,target,mid,2.2233324571612423,1.8010805307690485,0.4222519263921938
item_only_00026,item_only,target,pre,2.620149666676298,1.8555102235233576,0.7646394431529402
item_only_00026,item_only,lure,post,2.4674095599912107,1.8244687199941836,0.6429408399970271
item_only_00026,item_only,lure,mid,2.2869270624942146,1.7320740416568394,0.5548530208373752
item_only_00026,item_only,lure,pre,2.0745455833287756,1.9854132785653096,0.08913230476346601
item_only_00027,item_only,target,post,2.211420233332319,1.6861664636380738,0.5252537696942454
item_only_00027,item_only,target,mid,1.6092964000017673,2.2406107249989873,-0.63131432499722
item_only_00027,item_only,target,pre,1.6544846833348856,1.791748657141787,-0.13726397380690147
item_only_00027,item_only,lure,post,2.1553393142884096,1.5877491153872911,0.5675901989011185
item_only_00027,item_only,lure,mid,1.8639616300002673,2.655461419999483,-0.7914997899992158
