fitted,residual
0.6332666108799059,-0.7761591685224267
0.7230741850827506,-0.6884154967728311
0.7453862988577102,-0.01583679615672917
0.4973633661928491,-0.6090854068574277
0.5957413185254199,-0.31509118731636915
0.5196441549126203,0.25357034840249604
0.7078296814480359,0.39912646687115483
0.5871709403956938,0.08729115618268901
0.5461885425619173,-0.6747043059687994
0.5280174033644274,-0.10524257659222674
0.5348886585473349,0.10191243108076553
0.8181566097062717,-0.8766881423183349
0.7453862988577102,1.8889423395274105
0.728349035503427,-0.3323621710322535
0.5390035450921122,0.5925354925105184
0.6332666108799059,0.17248077541028595
0.716202929899843,0.8124615129205749
0.635996116764762,0.2522575440498902
0.5461885425619173,0.17217277310867363
0.6180221072451912,-0.17620411221592852
0.840834622180822,-0.6554124605340873
0.5390035450921122,0.3262593729284542
0.716202929899843,0.23379198083932828
0.5280174033644274,-0.47599978637131146
0.6094517291154651,0.1836049924957046
0.7453862988577102,-0.04861743451852152
0.6470083465251395,0.032626299545531756
0.629971083170856,-0.42576720040271565
0.5461885425619173,0.9942375624918269
0.629971083170856,-0.11088447548740932
0.5461885425619173,-0.7171287137496197
0.6246962327501797,-0.7640181869440765
0.629971083170856,-0.7636476291870485
0.7078296814480359,0.38929580247352724
0.728349035503427,-0.10925569009631553
0.5390035450921122,-0.8386768255673609
0.6246962327501797,0.2472650690736231
0.6526490956454063,0.2384510406655208
0.728349035503427,0.005128962969408457
0.5280174033644274,-0.23263155632206267
0.5390035450921122,0.628973599209586
0.6855488927282647,0.12141118623956193
0.5348886585473349,0.6629783231238793
0.5461885425619173,-0.7564363525228724
0.644566494894488,-0.5719936790530166
0.629971083170856,-0.015010009833880456
0.7368159207279842,2.4062207186086546
0.5196441549126203,0.33959632197858314
0.6470083465251395,0.0103983339093483
0.6094517291154651,-0.3305966501968709
0.7424566698482511,0.18328391122342313
0.6288111192949569,-0.48688985774962557
0.629971083170856,-0.34829367770195435
0.7197786573737008,-0.6393945925996761
0.8181566097062717,-0.4932283202187074
0.5871709403956938,-0.46522325562496575
0.840834622180822,-0.4526440636519558
0.5390035450921122,-0.05234150337774324
0.5280174033644274,-0.39316191274016266
0.6526490956454063,-1.0994242861751764
0.4973633661928491,-0.5114054970517113
0.5390035450921122,0.08505241985496514
0.6855488927282647,0.03186900656451208
0.7343740690973328,-0.5211995640103603
0.7424566698482511,-0.7628191858710313
0.6094517291154651,-0.5586041590481262
0.840834622180822,-0.7040815497446283
0.629971083170856,-0.1770239677410595
0.7453862988577102,-0.38871249492830817
0.635996116764762,-0.1744589142773002
0.6288111192949569,1.2489670579977443
0.6180221072451912,-0.3207937211886115
0.7078296814480359,0.694915322791449
0.6332666108799059,0.18285632203870317
0.5280174033644274,0.5909665663443915
0.637381497424683,-0.564793987728891
0.5461885425619173,-0.1355138943726752
0.7343740690973328,-0.7644904487563893
0.4973633661928491,-0.08686892639778937
0.629971083170856,0.43984367507432665
0.6246962327501797,-0.20365834558743406
0.6526490956454063,-0.08208890250481782
0.6180221072451912,0.44404807759008813
0.5196441549126203,-0.7048085086277587
0.7368159207279842,-0.42723034114245556
0.6263953556969983,0.7428348879791258
0.835193873060555,0.6185810131927665
0.5390035450921122,-0.7482228650919919
0.5390035450921122,0.5151552325190325
0.7343740690973328,-0.41642089960311685
0.7271890716275278,-0.147792001159063
0.6526490956454063,-0.2970549956031198
0.5461885425619173,-0.6352300516029473
0.6246962327501797,0.020492560117998937
0.728349035503427,-0.6810580898927935
0.6246962327501797,0.2184750105627904
0.6526490956454063,0.12364385004587664
0.7510270479779773,-0.24764207734066723
0.5280174033644274,-0.39568323962654606
0.7078296814480359,-0.3182256308292158
0.835193873060555,-0.7013745969270585
0.6094517291154651,-0.16743452957740218
0.5957413185254199,-0.11540178920377786
0.637381497424683,-0.20754382792803916
0.7453862988577102,-0.4786691374068684
0.635996116764762,0.05669255869794121
0.635996116764762,-0.044221857352358174
0.629971083170856,-0.6139074961857819
0.6094517291154651,-0.03276583935183586
0.840834622180822,2.370614508941665
0.6178249775672722,0.33653900168176343
0.637381497424683,0.1470777904021504
0.6332666108799059,-0.1500977745331794
0.5280174033644274,-0.7570803145614657
0.6263953556969983,0.12350056867894688
0.7368159207279842,-0.23745563345888437
0.4973633661928491,1.0800360304497243
0.5348886585473349,-0.38647434309996304
0.6246962327501797,0.13555177718340694
0.6180221072451912,-0.31588269753779685
0.5196441549126203,-0.156773513986451
0.728349035503427,-0.27378866691270826
0.6180221072451912,-0.3831940464662075
0.8181566097062717,-0.21094451282101234
0.7368159207279842,0.22218703725733047
0.5280174033644274,-0.35436691519522845
0.6180221072451912,-0.5996672922137627
0.7453862988577102,-0.16583035807160984
0.6526490956454063,-0.6513998762456283
0.5348886585473349,-0.9143981958435332
0.840834622180822,-0.664959800981934
0.6288111192949569,0.3875536272818568
0.6180221072451912,0.4088825568975587
0.4973633661928491,-0.5173102898993138
0.644566494894488,-0.06784577681959392
0.5280174033644274,0.21978532536786566
0.629971083170856,-0.3674466007899044
0.5196441549126203,1.5099349366559103
0.644566494894488,-0.26291318407529285
0.7510270479779773,-0.5588611890452626
0.5390035450921122,1.3862837063372782
0.5196441549126203,0.2592331446765086
0.6526490956454063,0.46982677914072424
0.6855488927282647,-0.375420778117928
0.6470083465251395,-0.18931302976719516
0.716202929899843,0.30906621713555127
0.637381497424683,0.5218846204774434
0.5196441549126203,0.49724840401390136
0.7453862988577102,0.19766982276096456
0.6094517291154651,0.16074829392231416
0.6263953556969983,1.5547267137812069
0.7197786573737008,-0.3742351182692331
0.728349035503427,-0.11498510874247525
0.7271890716275278,0.7517055735710323
0.6180221072451912,-0.15384994803291052
0.6246962327501797,1.9504500740505706
0.6288111192949569,-1.0051441666877459
0.5196441549126203,-0.7212728202074998
0.7510270479779773,1.410843993027675
0.8181566097062717,0.3842926145609332
0.5280174033644274,0.12173964407898608
0.840834622180822,1.427556679889101
0.5461885425619173,-0.4418885290352472
0.5390035450921122,0.12499568131761529
0.637381497424683,0.013453412039629131
0.6178249775672722,-0.9017817309641308
0.7197786573737008,0.3165134123486619
0.7424566698482511,-0.5056589227895121
0.644566494894488,0.08947307770829827
0.4973633661928491,-0.6110097819705491
0.6470083465251395,-0.1994276809102939
0.637381497424683,0.50147895715644
0.629971083170856,-0.4615245069280448
0.4973633661928491,-0.22624270498180682
0.4973633661928491,0.30153124516448465
0.5280174033644274,-0.1388380579764768
0.6855488927282647,0.2829144668066135
0.7453862988577102,-0.11576956105060521
0.629971083170856,-0.25346356139172305
0.8181566097062717,-0.4616150446590191
0.5957413185254199,0.044517454031806514
0.7510270479779773,0.1449988113817713
0.6470083465251395,-0.4685001346307026
0.7078296814480359,0.3477715865903871
0.835193873060555,-0.48381240488133986
0.7510270479779773,-0.7230652483953451
0.6246962327501797,0.2723772244799182
0.6470083465251395,-0.46055168441303973
0.7271890716275278,0.3448599842750293
0.7453862988577102,0.4984900143095947
0.8181566097062717,-0.5500192723116163
0.629971083170856,0.48291232031774056
0.6288111192949569,-0.38502223703487604
0.637381497424683,-0.730133282713102
0.840834622180822,-0.31616520742006593
0.8181566097062717,-0.5450262771399188
0.4973633661928491,-0.4512273879431888
0.635996116764762,0.4360748464957406
0.835193873060555,0.37038164622719316
0.6094517291154651,0.05981322790030208
0.7343740690973328,0.39022229055326707
0.6246962327501797,-0.1956228721296464
0.7078296814480359,-0.2310522338988366
0.835193873060555,-0.5028067549091301
0.635996116764762,-0.38489885650856287
